DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
SPINAL FUSION EXCEPT CERVICAL W MCC,PA,198,233329.0404,45717.15152,40096.58586
SPINAL FUSION EXCEPT CERVICAL W MCC,NC,221,162062.1358,45360.9276,39006.54299
SPINAL FUSION EXCEPT CERVICAL W MCC,IL,233,188754.2876,50382.97854,42278.03863
SPINAL FUSION EXCEPT CERVICAL W MCC,NY,234,192988.8034,59747.42308,49564.5
SPINAL FUSION EXCEPT CERVICAL W MCC,MI,265,116079.8226,44841.69057,40835.11698
SPINAL FUSION EXCEPT CERVICAL W MCC,OH,290,153510.3552,43671.61724,36095.32759
SPINAL FUSION EXCEPT CERVICAL W MCC,FL,374,252760.8556,39324.56952,35870.24599
SPINAL FUSION EXCEPT CERVICAL W MCC,TX,391,235026.1125,41535.96164,36428.80563
SPINAL FUSION EXCEPT CERVICAL W MCC,CA,464,338148.4526,62806.59698,57655.5625
SPINAL FUSION EXCEPT CERVICAL W/O MCC,HI,122,80066.37705,37968.69672,27106.89344
SPINAL FUSION EXCEPT CERVICAL W/O MCC,VT,147,66935.55102,36008.13605,30608.51701
SPINAL FUSION EXCEPT CERVICAL W/O MCC,AK,155,168226.4903,47064.07097,39960.46452
SPINAL FUSION EXCEPT CERVICAL W/O MCC,NM,192,149056.6667,29422.14063,24623.94792
SPINAL FUSION EXCEPT CERVICAL W/O MCC,WY,215,124349.6698,33500.23721,29049.61395
SPINAL FUSION EXCEPT CERVICAL W/O MCC,NH,264,109123.8447,30552.4697,27211.78409
SPINAL FUSION EXCEPT CERVICAL W/O MCC,ME,282,66857.82979,28287.06383,23086.09929
SPINAL FUSION EXCEPT CERVICAL W/O MCC,RI,292,67518.33904,32722.06507,28316.94521
SPINAL FUSION EXCEPT CERVICAL W/O MCC,WV,306,85526.26471,27335.84641,22050.53268
SPINAL FUSION EXCEPT CERVICAL W/O MCC,ND,308,78392.49675,26232.03896,23761.33766
SPINAL FUSION EXCEPT CERVICAL W/O MCC,MT,365,93689.67123,29115.45753,25678.70959
SPINAL FUSION EXCEPT CERVICAL W/O MCC,DE,387,73361.49096,32482.47028,26291.5478
SPINAL FUSION EXCEPT CERVICAL W/O MCC,DC,427,135345.2834,36269.35597,27369.25761
SPINAL FUSION EXCEPT CERVICAL W/O MCC,SD,521,108859.8618,26267.00384,23225.46833
SPINAL FUSION EXCEPT CERVICAL W/O MCC,ID,551,96585.55898,27542.93829,23670.33938
SPINAL FUSION EXCEPT CERVICAL W/O MCC,IA,755,87937.90729,26147.73378,22854.25695
SPINAL FUSION EXCEPT CERVICAL W/O MCC,MS,761,92612.21419,22317.90276,19542.47043
SPINAL FUSION EXCEPT CERVICAL W/O MCC,NE,804,94817.07711,25165.95647,22424.34453
SPINAL FUSION EXCEPT CERVICAL W/O MCC,CT,810,88795.97284,34849.59259,28529.88025
SPINAL FUSION EXCEPT CERVICAL W/O MCC,OR,847,90552.3412,31624.91854,27145.04959
SPINAL FUSION EXCEPT CERVICAL W/O MCC,NV,852,166209.9613,28746.43075,24931.29695
SPINAL FUSION EXCEPT CERVICAL W/O MCC,WI,946,85480.61522,28640.20825,23520.16913
SPINAL FUSION EXCEPT CERVICAL W/O MCC,AR,958,74572.53236,22882.05846,20328.19102
SPINAL FUSION EXCEPT CERVICAL W/O MCC,UT,1031,81252.8322,27982.39573,22534.06595
SPINAL FUSION EXCEPT CERVICAL W/O MCC,KY,1134,119757.5441,26770.55379,21664.99559
SPINAL FUSION EXCEPT CERVICAL W/O MCC,KS,1138,96445.12654,24298.59578,21181.28032
SPINAL FUSION EXCEPT CERVICAL W/O MCC,NJ,1274,136634.2237,31998.63736,27112.09498
SPINAL FUSION EXCEPT CERVICAL W/O MCC,LA,1327,119398.2374,26167.06179,22060.28485
SPINAL FUSION EXCEPT CERVICAL W/O MCC,OK,1603,92229.21086,23836.99626,20687.15284
SPINAL FUSION EXCEPT CERVICAL W/O MCC,AL,1663,113173.1209,22461.84606,18891.34877
SPINAL FUSION EXCEPT CERVICAL W/O MCC,WA,1678,132698.6889,32672.63647,26573.10489
SPINAL FUSION EXCEPT CERVICAL W/O MCC,MA,1698,70704.25383,34893.61896,31482.39753
SPINAL FUSION EXCEPT CERVICAL W/O MCC,MN,1698,73619.51944,29960.83569,26129.36926
SPINAL FUSION EXCEPT CERVICAL W/O MCC,SC,1881,143445.8384,26668.57576,22713.87932
SPINAL FUSION EXCEPT CERVICAL W/O MCC,CO,1905,179358.9218,31022.2063,25828.81995
SPINAL FUSION EXCEPT CERVICAL W/O MCC,AZ,1910,141841.7696,30619.06597,27202.01257
SPINAL FUSION EXCEPT CERVICAL W/O MCC,MO,1917,106244.9369,26003.70475,22595.78039
SPINAL FUSION EXCEPT CERVICAL W/O MCC,MD,2091,40838.50837,37806.9627,34452.40077
SPINAL FUSION EXCEPT CERVICAL W/O MCC,TN,2164,103816.1215,25868.99353,20512.75508
SPINAL FUSION EXCEPT CERVICAL W/O MCC,IN,2313,149374.8647,30107.3757,25185.27713
SPINAL FUSION EXCEPT CERVICAL W/O MCC,VA,2543,130078.3087,29673.65474,23991.38026
SPINAL FUSION EXCEPT CERVICAL W/O MCC,GA,2574,104485.4755,26348.59829,21453.82479
SPINAL FUSION EXCEPT CERVICAL W/O MCC,IL,2622,123835.5259,32243.94165,24863.83867
SPINAL FUSION EXCEPT CERVICAL W/O MCC,NY,2848,112797.2226,36433.51159,29968.68715
SPINAL FUSION EXCEPT CERVICAL W/O MCC,NC,2893,109778.4615,27237.90287,23234.18769
SPINAL FUSION EXCEPT CERVICAL W/O MCC,PA,3173,118537.0593,28756.26158,23826.64608
SPINAL FUSION EXCEPT CERVICAL W/O MCC,MI,3217,76942.03761,28797.66459,24938.44545
SPINAL FUSION EXCEPT CERVICAL W/O MCC,OH,3365,103707.2045,27137.33314,22623.50758
SPINAL FUSION EXCEPT CERVICAL W/O MCC,CA,4950,192208.0202,36651.84364,32295.55818
SPINAL FUSION EXCEPT CERVICAL W/O MCC,FL,5500,157871.4707,25430.02655,22003.05509
SPINAL FUSION EXCEPT CERVICAL W/O MCC,TX,5631,146320.4664,27783.03321,22432.02469
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,MD,11,40206.72727,37450.27273,32283.18182
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,NE,11,70003.72727,35625.36364,34321.18182
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,CO,12,162620,36786.66667,35090.41667
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,IL,13,112751.2308,34845.15385,33184.92308
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,NJ,16,136264.9375,39062.375,37341.375
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,FL,22,187537.3636,31682.63636,28640.09091
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,NY,22,165640.0455,45397.5,43423.40909
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,CA,27,272562.7037,51656.55556,47144.33333
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,TX,28,185298.6429,35972.39286,30613.75
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,PA,30,140333.0667,38719.86667,29122.86667
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,NV,12,133382.75,23878.91667,22452.75
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,DE,16,83507.4375,26917.8125,20605.375
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,DC,17,103113.2941,29012.05882,20512.35294
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,AK,18,138705.2778,33092.5,27040.44444
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,ME,20,65114.5,26384.55,17431.85
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,ID,21,70978,25636.90476,17343.71429
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,OK,22,76862.68182,22801.09091,15724.04546
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,WY,22,79331.86364,33200.13636,28765.31818
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,NH,34,85127.67647,25758.08824,23205.35294
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,MT,40,63134.7,24633.125,18815.4
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,OR,44,81995.27273,31569.54546,20837.52273
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,SD,45,79505.64444,23009.08889,18068.93333
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,CT,55,84124.6,34457.29091,22360.54546
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,AR,57,68719.42105,19977.92982,17041.40351
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,RI,57,50924.59649,22021.84211,19332.12281
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,MS,61,71039.34426,19398.83607,16438.27869
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,WV,61,50099.95082,17760.63934,14857.09836
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,VT,63,54512.47619,29430.95238,25827.1746
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,SC,65,101859.6154,24049.95385,16323.83077
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,HI,67,74692.23881,29683.83582,22956
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,ND,67,55416.86567,21743.83582,17332.68657
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,UT,76,70541.78947,24774.14474,17105.89474
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,AL,80,88901.35,19424.25,14132.0125
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,NE,80,67261.775,22833.0125,17961.275
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,NM,80,94811.6625,27618.5875,23200.25
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,MA,92,46586.82609,25779.80435,23193.17391
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,KY,95,91430.5579,21197.85263,16397.08421
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,AZ,101,102860.4951,25481.79208,18278.16832
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,IA,101,83291.13861,20364.30693,18014.78218
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,GA,108,92321.66667,21750.15741,17045.89815
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,MI,113,59610.43363,25362.06195,17257.81416
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,KS,125,68065.064,22683.912,16708.088
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,MO,146,65991.41096,22373.15753,18667.15753
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,LA,155,89180.65807,21706.14839,15709.29032
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,MN,162,52902.7284,26006.22222,20355.92593
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,WA,178,99180.25281,27796.14607,20266.09551
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,MD,180,32850.93333,30516.32222,26359.51667
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,VA,197,102512.7665,23767.49239,15718.84772
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,WI,212,69520.92925,22249.35377,18575.27359
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,IL,227,94542.86784,25492.4185,19257.7489
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,OH,282,72532.01773,22217.5922,17171.2234
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,CO,283,107729.0212,24868.40283,19663.47703
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,IN,323,93423.57895,23711.31579,17545.66254
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,NC,323,89029.04644,23513.1548,17833.83282
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,NJ,393,88849.86768,27104.28244,21855.84478
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,TN,416,93160.36779,20965.46875,15846.32933
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,FL,495,123025.1232,21046.7697,17219.14748
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,NY,536,112217.9011,31621.62687,24509.52985
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,CA,587,165183.3714,30928.89097,25001.53663
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,TX,644,110259.1025,23254.61025,17180.86646
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,PA,757,91119.4967,23446.28402,18131.66579
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",AK,11,167024.6364,52515.72727,50713.09091
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",ID,20,99541.25,28848.05,27928.05
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",RI,22,92925.04546,40868.86364,38568.27273
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",HI,23,112272.913,54841.52174,46381.3913
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",DE,25,92199.6,39957.76,35836.32
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",ME,25,88642.68,39770.04,32513.04
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",MT,26,87484,38943.26923,37651.11539
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",SD,28,116236.5,38440.07143,35803.5
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",ND,30,91042.36667,34878.1,32421
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",DC,32,217231.2188,59386.5625,43336.875
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",NH,32,93949.53125,42071.625,39970.34375
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",UT,41,87748.21951,30829.07317,27827.14634
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",NM,44,107375.4773,38882.54546,36304.54546
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",NV,47,157882.5957,33719.34043,30617.93617
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",OR,51,112180.3137,46418.76471,43662.43137
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",IA,52,98937.78846,33905.59615,29491.23077
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",AR,59,79678.76271,27329.94915,25638.98305
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",WV,60,101207.3333,37051.83333,32881.9
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",CT,66,117764.0606,43547.27273,37860.45455
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",MS,68,137359.9118,31735.14706,29472.30882
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",NE,68,117579.5882,38355.13235,33056.38235
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",KS,81,127659.5803,31686.35803,28185.16049
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",WI,83,110265.6988,42543.25301,32323.49398
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",AL,88,123780.9886,29115.63636,25994.65909
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",CO,95,174137.3895,35709.98947,31601.82105
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",WA,99,135538.7576,43338.54546,38510.52525
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",OK,107,155652.9907,34345.56075,31024.37383
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",SC,111,173046.9009,36635.37838,32795.05405
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",KY,115,106127.6522,31820.73913,28770.1913
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",LA,115,101443.3478,30029.33044,27122.32174
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",MD,124,60673.08065,56059.04032,54206.03226
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",MA,137,120986.9197,49173.36496,44988.48175
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",AZ,147,195920.2109,40575.65986,38454.28571
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",IN,148,127568.0541,33294.12162,30627.33784
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",MN,148,97621.14189,46218.11487,37415.82432
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",TN,151,123721.2583,33430.96027,28875.76159
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",GA,160,157893.8813,35954.175,32473.5375
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",MO,164,123453.8171,34570.34146,31624.20122
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",VA,164,128357.0366,36145.14634,32040.20732
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",NC,184,100208.1739,36817.79891,32330.53261
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",NJ,200,187232.065,39830.325,35851.43
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",OH,230,104224.1565,34938.69565,27992.33913
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",MI,255,86690.43529,37432.03529,32357.85882
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",IL,264,133780.5076,37845.48864,32888.62879
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",PA,317,187643,38898.89274,33083.90536
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",NY,370,168822.2676,51646.80541,46016.75135
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",FL,442,198185.7285,33998.71041,30578.58371
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",TX,463,154769.4147,33527.11231,29671.43197
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",CA,486,271995.1255,53353.393,47048.17696
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",VT,11,76293,31546.90909,29552.63636
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",WY,15,76569.66667,22823.66667,22300.93333
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",RI,20,66936.35,26256.95,24131.25
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",AK,22,143732.8182,35435.31818,30893.81818
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",HI,28,80691.17857,32731.28571,26396.25
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",DE,34,64561.20588,21589.23529,18361.14706
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",MT,35,55110.17143,20701.51429,18272.48571
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",DC,44,129490.25,32657.81818,22419.77273
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",ID,46,70421.06522,19610.08696,18599.84783
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",ND,47,53415.74468,21160.46809,18839.91489
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",ME,54,51293.92593,21620.7037,18826.53704
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",SD,57,67364.03509,20202.03509,18672.80702
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",NH,62,61904.75807,23187.29032,21890.25807
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",NM,62,68622.32258,22014.27419,20169.77419
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",UT,64,54554.59375,21032.48438,16753.10938
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",NV,67,165084.0448,22776.37313,19703.61194
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",NE,86,64233.15116,19716.48837,18516.51163
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",WV,93,68948.56989,22175.03226,17497.04301
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",OR,98,68033.45918,26284.88776,21846.41837
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",CT,127,70173.23622,24065.07874,21159.22047
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",MS,128,80423.875,18592.6875,16531.35156
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",AR,135,49386.17778,16886.99259,15178.82963
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",KS,139,83216.2518,18711.47482,16565.07194
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",IA,142,64307.21831,20806.1831,18023.65493
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",LA,160,75745.15,18314.325,16173.2
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",CO,171,121867.1813,22541.4386,19038.41521
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",SC,172,95349.15116,19838.17442,16555.25581
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",WA,187,78887.18717,23356.72193,19231.50267
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",OK,201,77710.42786,17740.42289,15898.92537
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",KY,202,72783.38614,19765.85149,16280.84158
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",AL,205,74426.41951,16971.94146,13618.83415
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",MD,229,34410.86463,31779.62445,30284.16594
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",WI,230,72170.72609,22162.68696,18487.26087
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",VA,266,77421.18045,21200.68045,16753.66541
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",MO,270,66767.22222,19208.85926,16622.2037
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",GA,271,89656.77491,20198.34317,16412.98893
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",AZ,278,96710.86331,22058.29137,18992.93525
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",MA,280,66381.68571,26815.55357,24380.91071
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",TN,286,71412.11539,18848.84965,15651.67832
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",IN,302,82725.48676,18833.14901,16695.46358
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",MN,315,54334.32381,23921.02857,19819.78095
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",NJ,338,121882.4408,23539.43491,20735.38757
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",NC,367,67203.99728,21182.52861,17828.0327
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",MI,404,55351.63119,21208.50495,18564.98762
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",IL,476,84322.2479,22012.54202,18739.56513
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",OH,504,70489.90278,19656.63095,16120.54762
